decision_id,program_sections,experiment_ids,uncovered_reason,evidence_route,covered,experiment_count,cluster,status,blocker_class
DEC-INT-012,24; 30; 31,EXP-ECO-001; EXP-INT-010,"No parity parser exists to fuzz; the decision rests on format maturity, licence/patent review and recovery-probability curves (literature plus integrity simulation).",integrity domain (program §24) recovery simulations and dependency domain (§31) audits; a fuzz target is added to the EXP-CONF-009 inventory only after a parity implementation is selected,Y,2,integrity,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-INT-013,23,EXP-INT-008; EXP-INT-019,,,Y,2,integrity,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-INT-014,23; 33,EXP-INT-008,Detection and reporting of missing or stale external originals needs the integrity Task 23 scenario matrix,Integrity domain (section 23),Y,1,integrity,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-INT-015,24,EXP-INT-010; EXP-INT-012,,,Y,2,integrity,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-INT-016,23,EXP-INT-007; EXP-INT-009,,,Y,2,integrity,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-INT-017,23,EXP-INT-007,,,Y,1,integrity,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-INT-018,11; 24,EXP-INT-001,Damaged INDEX section handling is part of the integrity domain's region-stratified corruption campaign,"EXP-INT-001 (H5: Index header vs payload damage, ignore-damaged-index prototypes)",Y,1,integrity,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-INT-019,11; 24; 30,EXP-CONF-010; EXP-INT-001,Header and footer digest candidates are evaluated by the integrity corruption campaign with model verifiers and by differential fuzzing,"EXP-INT-001 (H6: footer self-checksum, section-directory and whole-body digest models), EXP-CONF-010",Y,2,integrity,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-INT-020,24; 29,EXP-CONF-002; EXP-CONF-003; EXP-CONF-004; EXP-INT-001; EXP-INT-003,,,Y,5,integrity,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-INT-021,22.4; 24; 33,EXP-CRYPTO-010; EXP-CRYPTO-022; EXP-ECO-013; EXP-ECO-015; EXP-ECO-016; EXP-ECO-019; EXP-INT-003,,,Y,7,integrity,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-INT-022,24; 25,EXP-INT-013; EXP-LEGACY-001; EXP-LEGACY-004; EXP-LEGACY-010,,,Y,4,integrity,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-INT-023,24; 27,EXP-INT-017; EXP-LEGACY-034,,,Y,2,integrity,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-INT-024,11; 24; 28,EXP-CON-003; EXP-CONF-012; EXP-INT-015,,,Y,3,integrity,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-INT-025,11; 22.4,EXP-CON-003,POST_V1 proof-export format is an integrity-domain standards-status analysis (COSE Receipts/Bao/SCITT),integrity-domain analysis + primary-source review,Y,1,integrity,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-INT-026,12; 23,EXP-INT-008; EXP-INT-020,"POST_V1 policy decision about fetching external content for non-Complete archives. SPEC section 24 item 16 and section 4.9 L481 exclude a fetch protocol and external dependencies for Complete archives in v1, so no implementation exists to measure. Its decisive evidence is a threat model (SSRF, privacy leakage, TOCTOU, hostile servers; analytical and security review) and an offline-decode conformance run for Complete archives (integrity domain, HC-09 MVT-09(c)). Opt-in fetch latency and bytes are formally derivable from the EXP-REMOTE-001 latency model as one additional origin session per external base (setup, HEAD, ranges) and need no separate experiment.",integrity domain: threat-model analysis and HC-09 MVT-09(c) offline decode (a WSL network namespace without egress as the Docker --network none substitute); remote cost by formula from research/experiments/EXP-REMOTE-001/connection-model.json; revisit post-v1,Y,2,integrity,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-INT-027,24; 32,EXP-INT-010,Parity redundancy recommendation needs recovery-probability versus overhead curves (POST_V1) owned by the integrity domain,Integrity domain (section 24) parity experiments,Y,1,integrity,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-INT-028,24; 32,EXP-ECO-007; EXP-ECO-008; EXP-INT-004; EXP-INT-009,,,Y,4,integrity,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-INT-029,11; 12; 24,EXP-CON-003; EXP-INT-015; EXP-REMOTE-007,,,Y,3,integrity,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-INT-030,8.8; 24; 28,EXP-CONF-001; EXP-INT-014; EXP-INT-019; EXP-RECON-008; EXP-RECON-010; EXP-RECON-011; EXP-RECON-012,,,Y,7,integrity,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-INT-031,24; 30; 33,EXP-INT-005; EXP-INT-010; EXP-INT-012; EXP-INT-018,"Repair semantics are decided by wrong-reconstruction injection, crash injection for in-place variants (HC-18) and repair success rates; repair and parity decoders do not exist yet, so no fuzz target applies. || Repair output semantics need wrong-reconstruction and crash injection owned by the integrity domain","integrity domain (program §24) and HC-18 kill-injection experiments; fuzz target added to EXP-CONF-009 when a repair implementation exists || Integrity domain (sections 24, 30)",Y,4,integrity,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-INT-032,22.4; 23,EXP-CRYPTO-014; EXP-CRYPTO-021; EXP-INT-007,,,Y,3,integrity,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-INT-033,22.5; 24,EXP-CRYPTO-010; EXP-CRYPTO-021; EXP-INT-016,,,Y,3,integrity,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-INT-034,21; 24; 33,EXP-INT-011; EXP-INT-012; EXP-INT-019; EXP-INT-020; EXP-PLAT-012; EXP-PLAT-022,Salvage marker survival and platform feasibility are integrity and platform measurements; salvage is not implemented,Integrity domain (section 24) and platform domain (section 21),Y,6,integrity,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-INT-035,24; 30; 33; 34,EXP-EVAL-008; EXP-INT-012,"Salvage is not implemented at the research baseline, so there is no salvage parser to fuzz; recovery and false-recovery rates are integrity measurements. || Salvage scope needs damaged-archive corpora measurements owned by the integrity domain","integrity domain (program §24) damaged-archive recovery experiments; fuzz target T27 (salvage parser) is added to the EXP-CONF-009 inventory if salvage is implemented || Integrity domain (sections 24, 30)",Y,2,integrity,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-INT-036,23; 32,EXP-ECO-006; EXP-INT-008,,,Y,2,integrity,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-INT-037,23; 28; 32; 34,EXP-CONF-003; EXP-ECO-006; EXP-EVAL-008; EXP-INT-007; EXP-INT-008,,,Y,5,integrity,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-INT-038,22.4; 24; 33,EXP-CRYPTO-014; EXP-ECO-019; EXP-ECO-021; EXP-INT-003,,,Y,4,integrity,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-INT-039,13; 21; 24,EXP-INT-005; EXP-INT-006; EXP-INT-018; EXP-INT-019; EXP-PLAT-017; EXP-SCALE-004; EXP-SCALE-008,,,Y,7,integrity,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-INT-040,24; 28; 29,EXP-CONF-002; EXP-CONF-004; EXP-CONF-010; EXP-INT-002,,,Y,4,integrity,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-INT-041,11; 24,EXP-INT-002; EXP-INT-012,Truncation reporting mechanisms are evaluated by the integrity truncation campaign,"EXP-INT-002 (truncation, appended-data and boundary-cut campaign; intact-prefix reporting)",Y,2,integrity,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-INT-042,24; 28; 33,EXP-CONF-001; EXP-CONF-002; EXP-CONF-004; EXP-ECO-019; EXP-ECO-020; EXP-INT-003,,,Y,6,integrity,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-INT-043,13; 24; 33,EXP-ECO-018; EXP-INT-004; EXP-SCALE-001; EXP-SCALE-008,,,Y,4,integrity,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-INT-044,12; 24; 33,EXP-INT-003; EXP-REMOTE-010,Scoping of verification report flags needs a code audit and mutation tests owned by the integrity and access domains,Integrity domain (section 24) and remote domain (section 12),Y,2,integrity,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-INT-045,24; 32; 33,EXP-ECO-007; EXP-ECO-008; EXP-INT-008; EXP-INT-017,,,Y,4,integrity,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-INT-046,9; 14; 24,EXP-INT-009; EXP-INT-019; EXP-PLANNER-010; EXP-PLANNER-012; EXP-SCALE-005,,,Y,5,integrity,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-INT-047,23; 34,EXP-EVAL-008; EXP-INT-005; EXP-INT-018,,,Y,3,integrity,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-LEG-001,25; 29; 30,EXP-CONF-011; EXP-LEGACY-001; EXP-LEGACY-002; EXP-LEGACY-005,,,Y,4,legacy,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-LEG-002,11; 13; 25,EXP-LEGACY-040; EXP-SCALE-002; EXP-SCALE-009,Conversion-evidence scaling to 1e6-entry ZIPs is designed by the scale domain,"EXP-SCALE-002 (legacy import at scale, status quo), EXP-SCALE-009 (bounded-memory converter prototypes incl. aggregated evidence)",Y,3,legacy,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-LEG-003,25; 28; 32,EXP-CONF-001; EXP-ECO-006; EXP-LEGACY-040; EXP-LEGACY-051,,,Y,4,legacy,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-LEG-004,25; 28; 29,EXP-CONF-001; EXP-CONF-002; EXP-CONF-003; EXP-LEGACY-051,,,Y,4,legacy,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-LEG-005,26,EXP-LEGACY-010; EXP-LEGACY-020; EXP-LEGACY-021,,,Y,3,legacy,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-LEG-006,25; 33,EXP-ECO-011; EXP-ECO-019; EXP-ECO-021; EXP-LEGACY-010; EXP-LEGACY-070,,,Y,5,legacy,INSUFFICIENT_EVIDENCE,HUMAN_PARTICIPANTS
DEC-LEG-007,25; 29; 31,EXP-CONF-011; EXP-LEGACY-004; EXP-LEGACY-041,Decoder-memory refusal outcome and reason codes need fixtures and measured decoder memory owned by the legacy domain,"Legacy domain (sections 25, 29)",Y,3,legacy,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-LEG-008,27; 29; 31,EXP-ECO-002; EXP-ECO-004; EXP-ECO-005; EXP-LEGACY-031; EXP-LEGACY-080,"Byte-identical export scope is measured by cross-platform and cross-dependency golden vectors of export profiles, owned by the legacy export domain; no conformance-reader evidence decides it.","legacy domain (program §27) export golden-vector experiments across Windows, WSL, Docker (blocked) and emulated ARM64",Y,5,legacy,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-LEG-009,22.4; 24; 32,EXP-CRYPTO-019; EXP-ECO-007; EXP-ECO-008; EXP-INT-017,,,Y,4,legacy,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-LEG-010,27; 32; 34,EXP-ECO-006; EXP-ECO-022; EXP-EVAL-008; EXP-LEGACY-032; EXP-LEGACY-070,,,Y,5,legacy,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-LEG-011,22.5; 34,EXP-CRYPTO-019; EXP-EVAL-008,,,Y,2,legacy,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-LEG-012,22.5; 25; 26,EXP-CRYPTO-019; EXP-LEGACY-001; EXP-LEGACY-003; EXP-LEGACY-010,,,Y,4,legacy,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-LEG-013,27; 33,EXP-ECO-018; EXP-ECO-019; EXP-ECO-021; EXP-LEGACY-070,,,Y,4,legacy,INSUFFICIENT_EVIDENCE,HUMAN_PARTICIPANTS
DEC-LEG-014,27; 32,EXP-ECO-014; EXP-ECO-021; EXP-LEGACY-031,,,Y,3,legacy,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-LEG-015,16; 27,EXP-LEGACY-006; EXP-LEGACY-030; EXP-PLAT-002,,,Y,3,legacy,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-LEG-016,8.5; 27,EXP-CROSSFILE-013; EXP-LEGACY-031,,,Y,2,legacy,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-LEG-017,27; 32; 33,EXP-ECO-006; EXP-ECO-022; EXP-LEGACY-032; EXP-LEGACY-070,,,Y,4,legacy,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-LEG-018,27; 28; 32,EXP-CONF-012; EXP-ECO-006; EXP-ECO-007; EXP-LEGACY-031; EXP-LEGACY-032; EXP-LEGACY-034,,,Y,6,legacy,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-LEG-019,13; 27,EXP-LEGACY-032; EXP-SCALE-002; EXP-SCALE-009,,,Y,3,legacy,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-LEG-020,15; 25; 29,EXP-CONF-011; EXP-LEGACY-002; EXP-PLAT-010,,,Y,3,legacy,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-LEG-021,13; 24; 29,EXP-CONF-011; EXP-INT-013; EXP-SCALE-002,,,Y,3,legacy,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-LEG-022,13; 25; 30; 35,EXP-CONF-011; EXP-EVAL-012; EXP-LEGACY-010; EXP-LEGACY-040; EXP-LEGACY-041; EXP-SCALE-002; EXP-SCALE-003; EXP-SCALE-009,,,Y,8,legacy,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-LEG-023,25,EXP-LEGACY-051,,,Y,1,legacy,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-LEG-024,5; 26; 31; 34,EXP-ECO-001; EXP-ECO-011; EXP-EVAL-008; EXP-LEGACY-010; EXP-LEGACY-020; EXP-LEGACY-021,,,Y,6,legacy,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-LEG-025,23; 26; 27,EXP-INT-008; EXP-LEGACY-050,,,Y,2,legacy,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-LEG-026,26; 27; 29; 33,EXP-CONF-003; EXP-CONF-011; EXP-ECO-015; EXP-LEGACY-070,,,Y,4,legacy,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-LEG-027,6; 8.6; 27,EXP-CODEC-008; EXP-LEGACY-033,"Frozen export codec parameter choice is a codec/export parameter sweep (size, speed, consumer acceptance), not incumbent baselining.",codecs domain (program 8.6) parameter sweeps and legacy domain (program 27) export-fidelity experiments.,Y,2,legacy,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-LEG-028,27; 29; 35,EXP-EVAL-012; EXP-LEGACY-030; EXP-LEGACY-080,Export readability by incumbent readers is an export-fidelity matrix (OD-19 M19.4) owned by the legacy export domain.,"legacy domain (program §27, §35) export acceptance matrix per profile and platform",Y,3,legacy,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-LEG-029,27; 32; 34,EXP-ECO-006; EXP-ECO-022; EXP-EVAL-008; EXP-LEGACY-006; EXP-LEGACY-020; EXP-LEGACY-021; EXP-LEGACY-030,,,Y,7,legacy,INSUFFICIENT_EVIDENCE,HUMAN_PARTICIPANTS
DEC-LEG-030,13; 32; 33,EXP-ECO-006; EXP-ECO-013; EXP-SCALE-002; EXP-SCALE-009,,,Y,4,legacy,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-LEG-031,25; 29; 30,EXP-CONF-011; EXP-LEGACY-001; EXP-LEGACY-003; EXP-LEGACY-010,,,Y,4,legacy,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-LEG-032,18; 25; 26,EXP-LEGACY-001; EXP-LEGACY-003; EXP-LEGACY-006; EXP-LEGACY-010; EXP-PLAT-003,,,Y,5,legacy,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-LEG-033,15; 16; 25,EXP-LEGACY-010; EXP-LEGACY-030; EXP-LEGACY-051; EXP-PLAT-003,,,Y,4,legacy,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-LEG-034,25; 26; 28; 34,EXP-CONF-001; EXP-EVAL-008; EXP-LEGACY-020; EXP-LEGACY-051,,,Y,4,legacy,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-LEG-035,26; 30; 31,EXP-ECO-001; EXP-LEGACY-010; EXP-LEGACY-020; EXP-LEGACY-021,"POST_V1 long-tail format strategy rests on published fuzz coverage and CVE distributions of libarchive (literature), sandboxing cost and prevalence; no adapter exists to test.",literature review of OSS-Fuzz libarchive coverage and CVE records (decision-method §9.3 primary sources) plus legacy domain prevalence measurement (program §26),Y,4,legacy,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-LEG-036,27; 32; 33,EXP-ECO-006; EXP-ECO-021; EXP-LEGACY-006; EXP-LEGACY-030,,,Y,4,legacy,INSUFFICIENT_EVIDENCE,HUMAN_PARTICIPANTS
DEC-LEG-037,26; 31,EXP-ECO-001; EXP-ECO-011; EXP-LEGACY-004; EXP-LEGACY-010; EXP-LEGACY-020; EXP-LEGACY-021,,,Y,6,legacy,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-LEG-038,24; 28; 32,EXP-ECO-006; EXP-INT-005,"Migration-report semantics are decided by failure-path tests of migration workflows and report reproducibility across machines, owned by the legacy migration domain.","legacy/migration domain (program §24, §32) failure-injection and report reproducibility experiments",Y,2,legacy,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-LEG-039,26; 27,EXP-LEGACY-010; EXP-LEGACY-020; EXP-LEGACY-021,,,Y,3,legacy,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-LEG-040,22.4; 23; 34,EXP-CRYPTO-015; EXP-EVAL-008; EXP-INT-009,,,Y,3,legacy,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-LEG-041,26; 27; 29,EXP-LEGACY-030,POST_V1 container-layer export profile depends on OCI roadmap status (external literature) and unpacker acceptance matrices owned by the legacy export domain.,"legacy domain (program §26, §27) unpacker acceptance matrix; OCI image-spec roadmap review",Y,1,legacy,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-LEG-042,26; 32,EXP-ECO-011; EXP-LEGACY-010; EXP-LEGACY-020; EXP-LEGACY-021,,,Y,4,legacy,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-LEG-043,25; 33; 35,EXP-ECO-011; EXP-EVAL-012; EXP-LEGACY-010,,,Y,3,legacy,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-LEG-044,25,EXP-LEGACY-050,,,Y,1,legacy,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-LEG-045,27; 32; 34,EXP-ECO-007; EXP-EVAL-008; EXP-LEGACY-034,,,Y,3,legacy,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-LEG-046,22.4; 23; 33,EXP-INT-009,Strip-provenance / no-embed convert receipt is a legacy-domain decision; its encryption/signature-composition cell is in EXP-CRYPTO-015 || No-embed provenance and strip-provenance repack depend on privacy needs of users (human evidence) and signature invalidation semantics owned by the legacy and model domains,legacy-domain provenance experiment || Legacy/model domains; human privacy-needs evidence via EXP-ECO-022 route when unblocked,Y,1,legacy,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-LEG-047,26; 30; 31,EXP-ECO-001; EXP-LEGACY-010; EXP-LEGACY-020; EXP-LEGACY-021,RAR5 adapter justification requires a legal reading of the UnRAR licence (external review) and CVE history (literature); no adapter exists to fuzz.,external licence/legal review (decision-method §8.3) and legacy domain prevalence data (program §26); fuzzing only if an adapter is built,Y,4,legacy,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-LEG-048,28; 29,EXP-CONF-012,,,Y,1,legacy,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-LEG-049,25,EXP-LEGACY-003; EXP-LEGACY-010; EXP-LEGACY-051,,,Y,3,legacy,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-LEG-050,25; 29,EXP-CONF-011; EXP-LEGACY-003; EXP-LEGACY-010,,,Y,3,legacy,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-LEG-051,27; 34,EXP-EVAL-008; EXP-LEGACY-020,,,Y,2,legacy,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-LEG-052,8.6; 25; 26; 31,EXP-ECO-001; EXP-LEGACY-003; EXP-LEGACY-010; EXP-LEGACY-021,"7z coder/filter import scope (distribution in real corpora, reader support, AES KDF confirmation, decoder crate audit, import memory and bombs) is designed by the legacy and ecosystem domains and is not duplicated here. Codecs-domain input: specification availability of PPMd, BCJ2, bzip2 and related coders (EXP-CODEC-005).","EXP-LEGACY-003, EXP-LEGACY-010, EXP-LEGACY-021, EXP-LEGACY-040, EXP-ECO-001",Y,4,legacy,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-LEG-053,25,EXP-LEGACY-051,,,Y,1,legacy,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-LEG-054,16; 25,EXP-LEGACY-003; EXP-LEGACY-010; EXP-PLAT-002,,,Y,3,legacy,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-LEG-055,15; 25,EXP-LEGACY-003; EXP-LEGACY-010; EXP-PLAT-013,,,Y,3,legacy,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-LEG-056,21; 23; 32; 34,EXP-ECO-006; EXP-EVAL-008; EXP-INT-008; EXP-INT-011; EXP-INT-019; EXP-PLAT-018,,,Y,6,legacy,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-LEG-057,26; 27,EXP-LEGACY-010; EXP-LEGACY-020; EXP-LEGACY-021,,,Y,3,legacy,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-LEG-058,5; 25; 35,EXP-EVAL-012; EXP-LEGACY-010,,,Y,2,legacy,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-LEG-059,13; 25; 30,EXP-CONF-009; EXP-CONF-011; EXP-LEGACY-040; EXP-LEGACY-041; EXP-SCALE-002; EXP-SCALE-003; EXP-SCALE-009,,,Y,7,legacy,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-LEG-060,22.5; 25; 32,EXP-ECO-006; EXP-LEGACY-050,Preservation for tar/7z is a legacy-domain storage decision; its encryption-composition cell is in EXP-CRYPTO-015,legacy-domain preservation experiment,Y,2,legacy,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-LEG-061,25; 29; 30,EXP-CONF-011; EXP-LEGACY-002; EXP-LEGACY-010,,,Y,3,legacy,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-LEG-062,25; 29,EXP-CONF-011; EXP-LEGACY-002; EXP-LEGACY-010,,,Y,3,legacy,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-LEG-063,25; 29; 34,EXP-CONF-011; EXP-CONF-014; EXP-EVAL-008; EXP-LEGACY-002; EXP-LEGACY-005,,,Y,5,legacy,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-LEG-064,25; 29; 30,EXP-CONF-009; EXP-CONF-011; EXP-LEGACY-002; EXP-LEGACY-010,,,Y,4,legacy,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-LEG-065,16; 25; 32,EXP-ECO-011; EXP-LEGACY-002; EXP-LEGACY-010; EXP-PLAT-003,,,Y,4,legacy,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-LEG-066,25; 29,EXP-CONF-011; EXP-LEGACY-002; EXP-LEGACY-010,,,Y,3,legacy,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-LEG-067,16; 25,EXP-LEGACY-002; EXP-LEGACY-006; EXP-LEGACY-010; EXP-PLAT-003,,,Y,4,legacy,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-LEG-068,15; 18; 19; 27,EXP-LEGACY-006; EXP-LEGACY-030; EXP-LEGACY-080; EXP-PLAT-004,,,Y,4,legacy,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-LEG-069,25,EXP-LEGACY-002; EXP-LEGACY-004; EXP-LEGACY-010,,,Y,3,legacy,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-LEG-070,15; 25,EXP-LEGACY-001; EXP-LEGACY-010; EXP-PLAT-003,,,Y,3,legacy,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-LEG-071,28; 32; 34,EXP-ECO-020; EXP-EVAL-008,"Transparent legacy read adapters are an API-surface and demand question (usability review, bounded-memory feasibility, consumer demand), not a conformance measurement.","ecosystem/API domain (program §32, §34) API review and access domain bounded-memory feasibility; demand evidence is human-facing",Y,2,legacy,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-LEG-072,25; 29,EXP-CONF-011; EXP-LEGACY-004; EXP-LEGACY-010,,,Y,3,legacy,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-LEG-073,26,EXP-LEGACY-010; EXP-LEGACY-020; EXP-LEGACY-021,,,Y,3,legacy,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-LEG-074,25; 33,EXP-LEGACY-004; EXP-LEGACY-010,Explicit projection for ambiguous compressed-stream children needs false-detection rates over compressed corpora owned by the legacy domain,Legacy domain (section 25),Y,2,legacy,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-LEG-075,25; 31,EXP-ECO-001; EXP-ECO-011; EXP-LEGACY-004; EXP-LEGACY-010; EXP-LEGACY-021,,,Y,5,legacy,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-LEG-076,15; 17; 25,EXP-LEGACY-010; EXP-LEGACY-080; EXP-PLAT-003; EXP-PLAT-022,,,Y,4,legacy,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-LEG-077,16; 25,EXP-LEGACY-001; EXP-LEGACY-010; EXP-PLAT-002,,,Y,3,legacy,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-LEG-078,24; 25,EXP-INT-013; EXP-LEGACY-001; EXP-LEGACY-005,,,Y,3,legacy,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-LEG-079,16; 25,EXP-LEGACY-001; EXP-PLAT-002,,,Y,2,legacy,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-LEG-080,25,EXP-LEGACY-001,,,Y,1,legacy,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-LEG-081,25; 29; 30,EXP-CONF-011; EXP-LEGACY-001; EXP-LEGACY-005,,,Y,3,legacy,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-LEG-082,25; 26; 29,EXP-CONF-011; EXP-CONF-014; EXP-LEGACY-001; EXP-LEGACY-005; EXP-LEGACY-021; EXP-LEGACY-080,,,Y,6,legacy,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-LEG-083,25; 30,EXP-CONF-011; EXP-LEGACY-001; EXP-LEGACY-041,,,Y,3,legacy,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-LEG-084,18; 25; 29,EXP-CONF-011; EXP-LEGACY-001,"Whether every ZIP compatibility profile refuses non-regular Unix entry types before projection is a legacy-adapter conformance test over constructed external attributes (0o120777, 0o010644) and pinned runtime probes; EXP-PLAT-009 special-file feasibility results only inform the safety rationale.",legacy domain differential testing (program §25) using tools/zip-compat matrices,Y,2,legacy,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-LEG-085,8.6; 25; 31,EXP-ECO-001; EXP-ECO-011; EXP-LEGACY-001; EXP-LEGACY-010; EXP-LEGACY-021; EXP-LEGACY-041,"ZIP compression-method import scope (method distribution, runtime support, decoder dependency audit, bomb behaviour) is designed by the legacy and ecosystem domains and is not duplicated here. Codecs-domain input: specification availability and decoder size of Deflate64, bzip2, LZMA, XZ, PPMd and zstd (EXP-CODEC-005).","EXP-LEGACY-001, EXP-LEGACY-010, EXP-LEGACY-021, EXP-LEGACY-040, EXP-ECO-001",Y,6,legacy,INSUFFICIENT_EVIDENCE,EVIDENCE
