req_id,cluster,kind,requirement_or_question,source,source_location,additional_sources,superseding_authority,supersession_note,implementation_state,implementation_evidence,evidence_state,research_needed,decision_needed,decision_ids,release_relevance,program_sections
REQ-ACC-0011,access,REQUIREMENT,"Core operations must stream with bounded memory: 64-bit sizes and chunked content with no whole-file buffering, bounded-memory operation via declared decode requirements and per-chunk decode, no whole-archive buffering, bounded central-directory handling, no per-entry buffer amplification and no quadratic stream handling (JSZip/adm-zip/.NET ~2 GB ceilings, CPython 1840x bzip2 stream slowdown). The in-memory Archive retains every unique Chunk plaintext and no test exceeds a few hundred KiB per file.",SPEC,§13.2 L1520,"[{""source"": ""SPEC"", ""location"": ""§13.2 L1520"", ""local_key"": ""spec-05-0122""}, {""source"": ""SPEC"", ""location"": ""§13.2 L1521"", ""local_key"": ""spec-05-0123""}, {""source"": ""R1"", ""location"": ""§6.3 L377"", ""local_key"": ""r1-a-0176""}, {""source"": ""R1"", ""location"": ""§11.1 L760"", ""local_key"": ""r1-b-0090""}, {""source"": ""R1"", ""location"": ""§14 item20 L918"", ""local_key"": ""r1-b-0203""}, {""source"": ""R1"", ""location"": ""§6.2 L371"", ""local_key"": ""r1-a-0174""}, {""source"": ""code:crates/entrybound/src/eam/model.rs"", ""location"": ""crates/entrybound/src/eam/model.rs:1593-1599,1694-1707"", ""local_key"": ""code-model-0060""}, {""source"": ""code:crates/entrybound/tests/stream_layout.rs"", ""location"": ""crates/entrybound/tests/stream_layout.rs:927-1045"", ""local_key"": ""code-deps-tests-tools-0163""}]","code:crates/entrybound/src/eam/model.rs:1593-1599, 1694-1707","Code contradicts ""no whole-file buffering"" for pack, INDEXED write/open/unpack, repack, import, export, publish and encryption; only STREAM read/extract and random reads approach bounded memory.",PARTIAL,"eam/model.rs:1593-1599, 1694-1707; archive/filesystem.rs:836-843, 1236-1238 (read_to_end); ecf/container.rs:145-303, 807-944; tests/stream_layout.rs:927-1045 fixture sizes",CONTRADICTED,"Memory profiling of every operation on archives far larger than RAM (docker --memory caps); >4 GiB and >2^40-byte entries across layouts and platforms; peak memory with dedup, dictionaries, reconstruction and lookback>0; quadratic-behaviour audits.","Which operations must be bounded-memory in v1, and which may document a RAM-proportional limit with typed refusal?",DEC-ACC-005; DEC-ACC-028,V1_BLOCKING,13
REQ-ACC-0012,access,REQUIREMENT,"Sequential staging keeps a resident plaintext set up to StagingLimits.memory_bytes and spills the rest (FIFO, oversize items direct) to a private create_new temporary file bounded by total_bytes; memory_only(n) forbids spill; archive plaintext is never required in RAM; staging is released on success, failure and truncation; peak resident, spilled bytes and retained Chunks are reported; staging I/O errors are PolicyRefused/Io, never Corrupt.",docs/stream-layout-v1.md,§Staging and safe extraction L375-378,"[{""source"": ""docs/stream-layout-v1.md"", ""location"": ""§Staging and safe extraction L375-378"", ""local_key"": ""docs-format-0258""}, {""source"": ""docs/stream-layout-v1.md"", ""location"": ""§Staging and safe extraction L382"", ""local_key"": ""docs-format-0260""}, {""source"": ""code:crates/entrybound/src/ecf/stream.rs"", ""location"": ""crates/entrybound/src/ecf/stream.rs:302-312, 1111, 1198, 2117-2127"", ""local_key"": ""code-access-0069""}, {""source"": ""code:crates/entrybound/src/ecf/staging.rs"", ""location"": ""crates/entrybound/src/ecf/staging.rs:1-13"", ""local_key"": ""code-ecf-0175""}, {""source"": ""code:crates/entrybound/src/ecf/staging.rs"", ""location"": ""crates/entrybound/src/ecf/staging.rs:25-43"", ""local_key"": ""code-ecf-0176""}, {""source"": ""code:crates/entrybound/src/ecf/staging.rs"", ""location"": ""crates/entrybound/src/ecf/staging.rs:117-151; crates/entrybound/src/ecf/staging.rs:203-214"", ""local_key"": ""code-ecf-0177""}, {""source"": ""code:crates/entrybound/src/ecf/staging.rs"", ""location"": ""crates/entrybound/src/ecf/staging.rs:153-183"", ""local_key"": ""code-ecf-0181""}, {""source"": ""code:crates/entrybound/src/ecf/staging.rs"", ""location"": ""crates/entrybound/src/ecf/staging.rs:97-110"", ""local_key"": ""code-ecf-0183""}, {""source"": ""code:crates/entrybound/src/ecf/staging.rs"", ""location"": ""crates/entrybound/src/ecf/staging.rs:280-290"", ""local_key"": ""code-ecf-0184""}, {""source"": ""code:crates/entrybound/src/ecf/staging.rs"", ""location"": ""crates/entrybound/src/ecf/staging.rs:11-13; crates/entrybound/src/ecf/staging.rs:74-78; crates/entrybound/src/ecf/staging.rs:342-361"", ""local_key"": ""code-ecf-0185""}, {""source"": ""code:crates/entrybound/tests/stream_layout.rs"", ""location"": ""crates/entrybound/tests/stream_layout.rs:638-684"", ""local_key"": ""code-deps-tests-tools-0158""}]",code:crates/entrybound/src/ecf/staging.rs:1-361,,IMPLEMENTED,"ecf/staging.rs:25-43, 117-151, 153-183, 203-214, 280-290, 342-361; staging.rs::staging_spills_beyond_its_memory_limit_and_still_reads_back L297-314, ::staging_refuses_to_exceed_its_total_limit L316-326, ::dropping_the_store_removes_its_temporary_file; tests/stream_layout.rs::staging_spills_within_its_memory_bound_and_leaves_nothing_behind L638-684 (fixtures <1 MiB)",SUPPORTED_WITH_LIMITATIONS,"Validate resident bound and temp-disk usage on multi-GiB archives, low-disk and disk-full conditions, and process kill (cleanup only in Drop).",,DEC-ACC-006,V1_IMPORTANT,13
REQ-ACC-0013,access,DEFERRED_QUESTION,"Cancellation needs a defined outcome: nothing left behind in transactional mode and partial state reported explicitly in streaming mode; the category has no prior art and streaming cancellation needs a design spike (cross-ref platform r1-a-0189, r1-b-0330).",R1,§14 item15 L908,"[{""source"": ""R1"", ""location"": ""§14 item15 L908"", ""local_key"": ""r1-b-0187""}, {""source"": ""R1"", ""location"": ""§21 item9 L1123"", ""local_key"": ""r1-b-0331""}]",code:crates/entrybound/src/ecf/stream.rs:253-254 (STREAM extraction creates nothing until verified),"Verify-before-materialize extraction makes error outcomes transactional, but no cancellation entry point exists.",MISSING,none found,UNTESTED,Design spike on streaming-mode cancellation semantics; kill/cancel injection tests for staging cleanup.,What partial-output state does cancellation leave and report in streaming and transactional modes?,DEC-ACC-037,V1_IMPORTANT,33; 34
REQ-ACC-0014,access,INVARIANT,"Access complexity must be visible in API types: EntryCursor reports Sequential on STREAM and RandomAccess on INDEXED; asking a sequential archive for entry n yields a distinguishable ""requires a full pass or a repack"" outcome, never a silent O(n) scan; STREAM is never reported random-access because its source is seekable; streaming readers must not share an interface shape indistinguishable from seekable readers.",SPEC,§19.4 L2150,"[{""source"": ""SPEC"", ""location"": ""§19.4 L2150"", ""local_key"": ""spec-07-0038""}, {""source"": ""SPEC"", ""location"": ""§13.6 L1556"", ""local_key"": ""spec-05-0147""}, {""source"": ""SPEC"", ""location"": ""§19.4 L2142"", ""local_key"": ""spec-07-0035""}, {""source"": ""R1"", ""location"": ""§2.2 L93"", ""local_key"": ""r1-a-0042""}, {""source"": ""R1"", ""location"": ""§2.3 L99-105"", ""local_key"": ""r1-a-0049""}, {""source"": ""R1"", ""location"": ""§3.4(c) L186"", ""local_key"": ""r1-a-0090""}, {""source"": ""R1"", ""location"": ""§11.1 L769"", ""local_key"": ""r1-b-0096""}, {""source"": ""R1"", ""location"": ""§11.1 L777"", ""local_key"": ""r1-b-0101""}, {""source"": ""R1"", ""location"": ""§2.3 L101"", ""local_key"": ""r1-a-0050""}, {""source"": ""R1"", ""location"": ""§4.4 L251"", ""local_key"": ""r1-a-0133""}, {""source"": ""docs/stream-layout-v1.md"", ""location"": ""§Honest capability L341-347"", ""local_key"": ""docs-format-0252""}, {""source"": ""docs/stream-layout-v1.md"", ""location"": ""§Honest capability L349-352"", ""local_key"": ""docs-format-0253""}, {""source"": ""code:crates/entrybound/src/ecf/stream.rs"", ""location"": ""crates/entrybound/src/ecf/stream.rs:260-280"", ""local_key"": ""code-access-0016""}, {""source"": ""code:crates/entrybound/src/archive/inspection.rs"", ""location"": ""crates/entrybound/src/archive/inspection.rs:155-166"", ""local_key"": ""code-access-0141""}, {""source"": ""code:crates/entrybound/src/archive.rs"", ""location"": ""crates/entrybound/src/archive.rs:312-317"", ""local_key"": ""code-access-0138""}, {""source"": ""code:crates/entrybound-cli/tests/cli_workflow.rs"", ""location"": ""crates/entrybound-cli/tests/cli_workflow.rs:221-244"", ""local_key"": ""code-deps-tests-tools-0168""}, {""source"": ""code:crates/entrybound/tests/stream_layout.rs"", ""location"": ""crates/entrybound/tests/stream_layout.rs:190-198"", ""local_key"": ""code-deps-tests-tools-0148""}, {""source"": ""code:crates/entrybound-cli/src/lib.rs"", ""location"": ""crates/entrybound-cli/src/lib.rs:4198-4205"", ""local_key"": ""code-cli-0173""}]",docs/stream-layout-v1.md §Honest capability L339-352; code:crates/entrybound/src/ecf/stream.rs:260-280; code:crates/entrybound/src/archive/inspection.rs:155-166,"SPEC §19.4 sets the rule; repo implements StreamAccessProfile and layout-derived random_entry_lookup, but no public EntryCursor exists and EntryCursorComplexity::RandomAccess is unused (archive.rs:312-317); library API surface is deferred (SPEC §25.1 #21).",PARTIAL,ecf/stream.rs:260-280 StreamAccessProfile::SEQUENTIAL; archive/inspection.rs:155-166; archive.rs:312-317 (RandomAccess variant unused); cli_workflow.rs::a_stream_archive_in_a_file_is_never_reported_as_random_access L221-244,SUPPORTED_WITH_LIMITATIONS,API conformance tests for complexity class on every read surface; developer usability study contrasting STREAM and INDEXED reader types (SharpCompress-style split).,"What public API shape (cursor types, error variant) exposes Sequential vs RandomAccess complexity in v1?",DEC-ACC-050; DEC-ACC-059,V1_BLOCKING,13; 33
REQ-ACC-0015,access,DEFERRED_QUESTION,"The concurrency model for pack, unpack and verify is deferred to detailed technical design (SPEC §25.1 #20); STREAM writing and reading, planning and verification are strictly single-threaded with no parallel encode, decode or hashing.",SPEC,§25.1 row 20 L2552,"[{""source"": ""SPEC"", ""location"": ""§25.1 row 20 L2552"", ""local_key"": ""spec-08-0087""}, {""source"": ""code:crates/entrybound/src/ecf/stream.rs"", ""location"": ""crates/entrybound/src/ecf/stream.rs:780-815, 1217-1261"", ""local_key"": ""code-access-0068""}, {""source"": ""code:crates/entrybound/src/planner.rs"", ""location"": ""crates/entrybound/src/planner.rs:939-976, 1013-1042, 1095-1178, 391-601"", ""local_key"": ""code-compress-0066""}]","code:crates/entrybound/src/ecf/stream.rs:780-815, 1217-1261; code:crates/entrybound/src/planner.rs:391-601, 939-1178","Parallel compression is claimed ""full"" in the incumbent matrix (cross-ref compression spec-07-0181) but not implemented.",MISSING,"ecf/stream.rs:780-815, 1217-1261; planner.rs:939-976, 1013-1042, 1095-1178, 391-601",UNTESTED,"Throughput benchmarks vs tar+zstd -T, pzstd, pigz, pixz; design and verify deterministic parallel pipeline.","What concurrency model do pack, unpack and verify use, and is deterministic parallelism required for V1 throughput?",DEC-ACC-007; DEC-ACC-030; DEC-ACC-031; DEC-ACC-033,V1_IMPORTANT,14
REQ-ACC-0016,access,CAPABILITY,group_prerequisites rebuilds and sorts every Index locator on each call (O(n log n) per dependency) and decode_one recurses through prerequisite chains with depth growing with group length and quadratic re-summing of decoded bytes; stack exhaustion on hostile or long groups is untested.,code:crates/entrybound/src/ecf/random.rs,crates/entrybound/src/ecf/random.rs:818-847,"[{""source"": ""code:crates/entrybound/src/ecf/random.rs"", ""location"": ""crates/entrybound/src/ecf/random.rs:818-847"", ""local_key"": ""code-access-0093""}, {""source"": ""code:crates/entrybound/src/ecf/random.rs"", ""location"": ""crates/entrybound/src/ecf/random.rs:850-956"", ""local_key"": ""code-access-0094""}]",,,PARTIAL,"ecf/random.rs:818-847, 850-956",UNTESTED,Benchmark read_entry on 1M-4M Chunk archives with lookback groups; fuzz maximal-length groups within max_dependency_chunks measuring stack use.,Should prerequisite decoding be iterative with bounded depth and precomputed group order?,DEC-ACC-025,V1_IMPORTANT,12; 30
REQ-ACC-0017,access,REQUIREMENT,"In deterministic mode thread count and the concurrency model must not affect output; codec multithreading that changes output bytes is disabled or pinned (multithreaded xz/zstd output differs from single-threaded; DwarFS needs constant segmenter workers). All production encode, hashing, planning and verification is currently single-threaded (zstd bulk single-threaded, LZMA2 single-thread, JPEG XL threads=1), so the property holds vacuously.",SPEC,§5.7 L610,"[{""source"": ""SPEC"", ""location"": ""§5.7 L610"", ""local_key"": ""spec-02-0160""}, {""source"": ""SPEC"", ""location"": ""§25.1 row 20 L2552"", ""local_key"": ""spec-08-0088""}, {""source"": ""APPX/incumbents.md"", ""location"": ""§04 L113"", ""local_key"": ""appx-incumbents-0078""}, {""source"": ""APPX/incumbents.md"", ""location"": ""§04 L116"", ""local_key"": ""appx-incumbents-0083""}]","code:crates/entrybound/src/codec.rs:261, 1154; code:crates/entrybound/src/jpeg_reconstruction.rs:14, 56","No parallel path exists to test; cross-ref compression r1-b-0009, spec-02-0162, spec-08-0150 on codec thread determinism.",IMPLEMENTED,"codec.rs:261, 1154 (single-thread LZMA2); jpeg_reconstruction.rs:14, 56 (threads=1); no std::thread/rayon use outside tests (grep)",UNTESTED,"Byte-identity of output across worker counts, schedulers and platforms once parallelism exists; measure whether zstd 1.5.7/xz 5.8 output varies with worker count or only single vs multi-thread mode.",,DEC-ACC-030; DEC-ACC-032,V1_BLOCKING,14
REQ-ACC-0018,access,CAPABILITY,"Diff pairs entries only by exact logical path; renames and moves appear as removal plus addition, with no rename detection or content-move matching.",code:crates/entrybound/src/archive/tooling.rs,crates/entrybound/src/archive/tooling.rs:659-694,"[{""source"": ""code:crates/entrybound/src/archive/tooling.rs"", ""location"": ""crates/entrybound/src/archive/tooling.rs:659-694"", ""local_key"": ""code-fs-0140""}]",,,MISSING,archive/tooling.rs:659-694,UNTESTED,User study of diff output on release-to-release comparisons with renames.,Should diff detect renames/moves by content digest?,DEC-ACC-008,POST_V1,33
REQ-ACC-0019,access,REQUIREMENT,"Random chunk access requires a chunk table in both compressed and logical coordinates with O(1) offset-to-chunk resolution; with only per-chunk logical_len (I19) this needs derived prefix sums or O(log n) search. The Index entry holds Chunk digest, absolute frame offset and stored length only, and ContentObject records carry ordered Chunk ids without per-reference logical offsets.",SPEC,§13.2 L1519,"[{""source"": ""SPEC"", ""location"": ""§13.2 L1519"", ""local_key"": ""spec-05-0121""}, {""source"": ""SPEC"", ""location"": ""§3.5 L266"", ""local_key"": ""spec-01-0169""}, {""source"": ""APPX/chunking.md"", ""location"": ""§6 IPFS UnixFS L390"", ""local_key"": ""appx-chunking-0191""}, {""source"": ""docs/format-v0.md"", ""location"": ""§Canonical records L313"", ""local_key"": ""docs-format-0106""}, {""source"": ""code:crates/entrybound/src/ecf/records.rs"", ""location"": ""crates/entrybound/src/ecf/records.rs:903-915"", ""local_key"": ""code-ecf-0135""}]",docs/format-v0.md §Canonical records L313; code:crates/entrybound/src/ecf/records.rs:903-915,"Logical coordinates are not stored; they must be derived from frame headers or Chunk logical lengths, which matters only once sub-file range reads exist.",PARTIAL,ecf/records.rs:903-915; docs/format-v0.md L313 Index entry type 6,UNTESTED,Specify the offset-resolution structure and memory cost; benchmark million-chunk objects and remote sub-range lookups.,Does v1 need stored logical offsets (sister lists/prefix sums) for sub-file range reads?,DEC-ACC-018; DEC-ACC-040,V1_IMPORTANT,11; 12
REQ-ACC-0020,access,CAPABILITY,"Encrypted write and open operate on whole in-memory byte buffers and complete EAMs (Vec output, &[u8] input); encrypted pack builds the whole archive in memory before exclusive write; decrypt_segments clones every PAYLOAD segment into a reuse map even for open/verify, roughly doubling ciphertext-proportional memory.",code:crates/entrybound/src/crypto/container.rs,"crates/entrybound/src/crypto/container.rs:186-520,605-651","[{""source"": ""code:crates/entrybound/src/crypto/container.rs"", ""location"": ""crates/entrybound/src/crypto/container.rs:186-520,605-651"", ""local_key"": ""code-crypto-a-0040""}, {""source"": ""code:crates/entrybound/src/crypto/container.rs"", ""location"": ""crates/entrybound/src/crypto/container.rs:1307,1412-1421"", ""local_key"": ""code-crypto-a-0041""}, {""source"": ""code:crates/entrybound-cli/src/lib.rs"", ""location"": ""crates/entrybound-cli/src/lib.rs:705-755"", ""local_key"": ""code-cli-0050""}]",,,MISSING,"crypto/container.rs:186-520, 605-651, 1307, 1412-1421; entrybound-cli lib.rs:705-755",UNTESTED,Peak memory for encrypting/opening archives larger than RAM; bounded staging design for encrypted INDEXED output.,Must v1 support encrypted archives larger than available memory?,DEC-ACC-011,V1_IMPORTANT,13; 22.5
REQ-ACC-0021,access,CLAIM_NEEDING_EVIDENCE,"The decrypted chunk_frames cache has no byte bound across repeated read_entry calls (only the fallback scan and session range cache are bounded), so long-lived encrypted sessions can accumulate most decrypted frames in memory.",code:crates/entrybound/src/crypto/random.rs,"crates/entrybound/src/crypto/random.rs:149,901-903,974","[{""source"": ""code:crates/entrybound/src/crypto/random.rs"", ""location"": ""crates/entrybound/src/crypto/random.rs:149,901-903,974"", ""local_key"": ""code-crypto-a-0133""}]",,,PARTIAL,"crypto/random.rs:149, 901-903, 974",UNTESTED,Memory profiling of many sequential read_entry calls on one encrypted session.,,DEC-ACC-011; DEC-ACC-045,V1_IMPORTANT,12; 13
REQ-ACC-0022,access,CLAIM_NEEDING_EVIDENCE,"Without a valid encrypted Index the first read fetches and retains every PAYLOAD segment (capped by 1 GiB retained private bytes and the 512 MiB fetch default), so larger archives created with include_index=false, or with a stripped/corrupted EncryptedIndex, are effectively not range-readable remotely.",docs/random-access-v1.md,§Encrypted INDEXED L91-92,"[{""source"": ""docs/random-access-v1.md"", ""location"": ""§Encrypted INDEXED L91-92"", ""local_key"": ""docs-access-0063""}, {""source"": ""code:crates/entrybound/src/crypto/random.rs"", ""location"": ""crates/entrybound/src/crypto/random.rs:762-869"", ""local_key"": ""code-crypto-a-0130""}]",code:crates/entrybound/src/crypto/random.rs:762-869,,PARTIAL,crypto/random.rs:762-869; test covers only a tiny archive,UNTESTED,Measure bytes fetched and failure threshold for Index-less encrypted archives over HTTP; hostile-server tests removing/corrupting EncryptedIndex.,"Should the encrypted Index be mandatory for archives intended for remote access, and should encrypted remote rebuild be permitted by default?",DEC-ACC-010; DEC-ACC-044,V1_IMPORTANT,12; 22.5
REQ-ACC-0023,access,INVARIANT,"In the encrypted layout the Index remains a non-authoritative cache: ENCRYPTED_INDEX (EBCS kind 9) holds EncryptedIndexEntryV1 (type 27) mapping Chunk digest to segment ordinal, first counter and fragment count, sorted without duplicates; locators are relative to ENCRYPTED_SEGMENTS; a missing or invalid Index is never fatal and is rebuilt by scanning authenticated PAYLOAD objects, with any Index inconsistency during reads clearing support and rescanning.",docs/crypto-wire-v1.md,New canonical record and section numbers L116-117,"[{""source"": ""docs/crypto-wire-v1.md"", ""location"": ""New canonical record and section numbers L116-117"", ""local_key"": ""docs-crypto-b-0037""}, {""source"": ""docs/crypto-wire-v1.md"", ""location"": ""CanonicalSequenceV1 kind table L465"", ""local_key"": ""docs-crypto-b-0097""}, {""source"": ""docs/crypto-wire-v1.md"", ""location"": ""Encrypted Index entries L554-561"", ""local_key"": ""docs-crypto-b-0122""}, {""source"": ""docs/crypto-wire-v1.md"", ""location"": ""Encrypted Index entries L563-566"", ""local_key"": ""docs-crypto-b-0123""}, {""source"": ""code:crates/entrybound/src/crypto/random.rs"", ""location"": ""crates/entrybound/src/crypto/random.rs:488-497,1440-1474"", ""local_key"": ""code-crypto-a-0124""}, {""source"": ""code:crates/entrybound/src/crypto/random.rs"", ""location"": ""crates/entrybound/src/crypto/random.rs:762-898"", ""local_key"": ""code-crypto-a-0129""}, {""source"": ""code:crates/entrybound/src/crypto/random.rs"", ""location"": ""crates/entrybound/src/crypto/random.rs:900-976"", ""local_key"": ""code-crypto-a-0132""}, {""source"": ""code:crates/entrybound/src/crypto/random.rs"", ""location"": ""crates/entrybound/src/crypto/random.rs:1561-1612"", ""local_key"": ""code-crypto-a-0149""}]","code:crates/entrybound/src/crypto/random.rs:488-497, 762-976, 1440-1474, 1561-1612",,IMPLEMENTED,"crypto/random.rs:488-497, 762-976, 1561-1612; random.rs::encrypted_missing_index_rebuilds_authenticated_payload_objects L2060-2089",SUPPORTED_WITH_LIMITATIONS,"Hostile encrypted Index cases (wrong class, fragment count, digest) and rebuild cost measurement.",,DEC-ACC-044,V1_IMPORTANT,12; 22.5
REQ-ACC-0024,access,OPEN_QUESTION,"If a valid encrypted Index exists but an unindexed PAYLOAD segment holds a Chunk, status flips to RebuiltInvalid and the Index map is replaced by only Chunks from unindexed segments, discarding indexed Chunks and causing count mismatch or missing-Chunk errors.",code:crates/entrybound/src/crypto/random.rs,crates/entrybound/src/crypto/random.rs:839-869,"[{""source"": ""code:crates/entrybound/src/crypto/random.rs"", ""location"": ""crates/entrybound/src/crypto/random.rs:839-869"", ""local_key"": ""code-crypto-a-0131""}]",,,PARTIAL,crypto/random.rs:839-869,UNTESTED,Construct an authenticated archive with an extra unindexed Chunk segment and observe range-read behaviour; regression test.,Is the partial-Index fallback a defect requiring a merged rebuild map?,DEC-ACC-044,V1_IMPORTANT,12; 24
REQ-ACC-0025,access,CAPABILITY,"Encrypted random access first authenticates recipient, commitment, envelope, descriptor and encrypted Index/segment directory, then authenticates each requested record independently under its segment key and verifies ChunkGroup/reconstruction dependencies; open_indexed_random_encrypted works over memory, local and HTTP sources without reading unrelated PAYLOAD segments, keyless range inspection reports public framing, and the chunk table maps chunk index to segment so range readers derive only needed keys and detect segment truncation.",SPEC,§9.5 L1067,"[{""source"": ""SPEC"", ""location"": ""§9.5 L1067"", ""local_key"": ""spec-04-0042""}, {""source"": ""SPEC"", ""location"": ""§9.5 L1069"", ""local_key"": ""spec-04-0045""}, {""source"": ""docs/crypto-suite-v1.md"", ""location"": ""§Segments, keys, and nonces L231-235"", ""local_key"": ""docs-crypto-a-0098""}, {""source"": ""code:crates/entrybound/src/crypto/random.rs"", ""location"": ""crates/entrybound/src/crypto/random.rs:1,154-161"", ""local_key"": ""code-crypto-a-0110""}, {""source"": ""code:crates/entrybound/src/crypto/random.rs"", ""location"": ""crates/entrybound/src/crypto/random.rs:163-252"", ""local_key"": ""code-crypto-a-0111""}, {""source"": ""code:crates/entrybound/src/crypto/random.rs"", ""location"": ""crates/entrybound/src/crypto/random.rs:170-175,261-268"", ""local_key"": ""code-crypto-a-0114""}, {""source"": ""code:crates/entrybound/src/crypto/random.rs"", ""location"": ""crates/entrybound/src/crypto/random.rs:342-389"", ""local_key"": ""code-crypto-a-0116""}, {""source"": ""code:crates/entrybound/src/crypto/random.rs"", ""location"": ""crates/entrybound/src/crypto/random.rs:498-520"", ""local_key"": ""code-crypto-a-0125""}, {""source"": ""code:crates/entrybound/src/crypto/random.rs"", ""location"": ""crates/entrybound/src/crypto/random.rs:551-760"", ""local_key"": ""code-crypto-a-0126""}, {""source"": ""code:crates/entrybound/src/crypto/random.rs"", ""location"": ""crates/entrybound/src/crypto/random.rs:1058-1135"", ""local_key"": ""code-crypto-a-0135""}, {""source"": ""code:crates/entrybound/src/crypto/random.rs"", ""location"": ""crates/entrybound/src/crypto/random.rs:1173-1201"", ""local_key"": ""code-crypto-a-0139""}, {""source"": ""code:crates/entrybound/src/crypto/random.rs"", ""location"": ""crates/entrybound/src/crypto/random.rs:1293-1297,521,747"", ""local_key"": ""code-crypto-a-0145""}, {""source"": ""code:crates/entrybound/src/crypto/random.rs"", ""location"": ""crates/entrybound/src/crypto/random.rs:1440-1502"", ""local_key"": ""code-crypto-a-0146""}, {""source"": ""code:crates/entrybound/tests/random_access.rs"", ""location"": ""crates/entrybound/tests/random_access.rs:224-259"", ""local_key"": ""code-deps-tests-tools-0137""}, {""source"": ""code:crates/entrybound/tests/random_access.rs"", ""location"": ""crates/entrybound/tests/random_access.rs:261-286"", ""local_key"": ""code-deps-tests-tools-0138""}]","docs/crypto-suite-v1.md §Segments, keys, and nonces L231-235; code:crates/entrybound/src/crypto/random.rs:154-1502","APIs may not present unverified prerequisites as verified; range reader ignores ArchiveFinal prior-segment digests and does not decode signatures/recipient directory (cross-ref crypto code-crypto-a-0120, 0147).",IMPLEMENTED,"crypto/random.rs:154-252, 342-389, 498-520, 551-760, 1058-1135, 1173-1201, 1293-1297, 1440-1502; random.rs::hybrid_random_access_authenticates_control_terminal_and_requested_payload L2021-2058; tests/random_access.rs::http_encrypted_indexed_read_authenticates_without_full_download L224-259, ::http_password_indexed_read_keeps_kdf_and_decryption_client_side L261-286",SUPPORTED_WITH_LIMITATIONS,Measure bytes/requests for first encrypted random read over HTTP at scale; instrument server to prove no secret leaves client; truncation-detection conformance cases.,,DEC-ACC-010,V1_BLOCKING,12; 22.5
REQ-ACC-0026,access,OPEN_QUESTION,"Encrypted manifest and index are authenticated as single objects: one MANIFEST container holds all Entries and ContentObjects and one ENCRYPTED_INDEX all Chunks, capped by EBCS ceilings of 1,000,000 items and 1 GiB, so readers may stage ~1 GiB per object and encrypted archives appear limited to ~1M entries+objects and 1M indexed Chunks; decode_sequence_container copies and double-decodes items without consulting working-memory limits.",SPEC,§4.7 L464-466; §4.1 L364,"[{""source"": ""SPEC"", ""location"": ""§4.7 L464-466; §4.1 L364"", ""local_key"": ""spec-02-0085""}, {""source"": ""APPX/crypto.md"", ""location"": ""§9 L426 (derived)"", ""local_key"": ""appx-crypto-0187""}, {""source"": ""docs/crypto-wire-v1.md"", ""location"": ""PrivateFragmentV1 L386-388; PrivateObjectV1 L417; CanonicalSequenceV1 L441-442"", ""local_key"": ""docs-crypto-b-0075""}, {""source"": ""docs/crypto-wire-v1.md"", ""location"": ""CanonicalSequenceV1 L441-442; kind table L457"", ""local_key"": ""docs-crypto-b-0085""}, {""source"": ""docs/crypto-wire-v1.md"", ""location"": ""CanonicalSequenceV1 L441-442; kind table L465"", ""local_key"": ""docs-crypto-b-0098""}, {""source"": ""code:crates/entrybound/src/crypto/wire.rs"", ""location"": ""crates/entrybound/src/crypto/wire.rs:313-379"", ""local_key"": ""code-crypto-b-0142""}]",docs/crypto-wire-v1.md CanonicalSequenceV1 L441-465; code:crates/entrybound/src/crypto/wire.rs:313-379,,PARTIAL,crypto/wire.rs:313-379,UNTESTED,Memory and latency of single-object manifest/index decryption at 1M-10M entries vs segmented AEAD; leakage analysis of segmented encrypted indexes (crypto cluster); behaviour above 1M Chunks.,"Must encrypted MANIFEST/ENCRYPTED_INDEX be shardable for v1 scale, and what does segmentation leak?",DEC-ACC-010; DEC-ACC-011,V1_IMPORTANT,12; 13; 22.5
REQ-ACC-0027,access,OPEN_QUESTION,"Chunk bounds in encrypted range access use the producer's authenticated declared budget when present instead of caller resource policy, so safety depends on a declared-vs-caller check that can be skipped.",code:crates/entrybound/src/crypto/random.rs,crates/entrybound/src/crypto/random.rs:978-989,"[{""source"": ""code:crates/entrybound/src/crypto/random.rs"", ""location"": ""crates/entrybound/src/crypto/random.rs:978-989"", ""local_key"": ""code-crypto-a-0118""}]",,,PARTIAL,crypto/random.rs:978-989,UNTESTED,Adversarial encrypted archives declaring budgets above caller policy read via range access.,Should range Chunk bounds use the minimum of declared budget and caller policy?,DEC-ACC-010,V1_IMPORTANT,12; 22.5
